name,idf,imdb_score,crit_score,genres,release,country,language,director,actors,summ
The Scrapper 2021,https://www.imdb.com/title/tt9900940,4.9,,"['جنایی', 'هیجان انگیز']",2021,['ایالات متحده'],['انگلیسی'],['Bari Kang'],"['Ava Paloma', 'Craig muMs Grant', 'Myles Clohessy']","جنایتکار سابق که به ""خراشنده"" تبدیل شده است، جیک زندگی آرامی را با مراقبت از خانواده خود انجام می دهد تا اینکه پس از یک سرقت ناموفق توسط جنایتکاران خشن پنجابی و مکزیکی تعقیب می شود."
The Sea Beast 2022,https://www.imdb.com/title/tt9288046,7.1,81,"['انیمیشن', 'کمدی', 'ماجراجویی']",2022,['ایالات متحده'],['انگلیسی'],['Chris Williams'],"['Dan Stevens', 'Jared Harris', 'Karl Urban']",هنگامی که یک دختر جوان در کشتی یک شکارچی هیولاهای دریایی افسانه ای غوطه ور می شود، آنها سفری حماسی را در آب های ناشناخته آغاز می کنند - و تاریخ را برای شروع به کار می اندازند.
The Serpent 2020,https://www.imdb.com/title/tt6984230,5.2,,"['اکشن', 'ماجراجویی', 'هیجان انگیز']",2020,['ایالات متحده'],['انگلیسی'],['Gia Skova'],"['Gia Skova', 'Nigel Vonas', 'Travis Aaron Wade']",مامور ویژه ویژه لوسیندا کاووسکی در بخش مخفی سازمان سیا کار می کند. ماموریت خاصی به او واگذار شده است اما سپس توسط آژانس اختصاصی وی راه اندازی شده است.
The Shark Hunter 1979,https://www.imdb.com/title/tt0078925,5.2,,['ماجراجویی'],1979,"['اسپانیا', 'ایتالیا', 'مکزیک']",['ایتالیایی'],['Enzo G. Castellari'],"['Franco Nero', 'Jorge Luke', 'Werner Pochath']",فردی مستقل در جزیره ای در دریای کارائیب که اختصاص به نابودی کوسه ها دارد ، درگیر جستجوی گنج دفن شده می شود.
The Show 2020,https://www.imdb.com/title/tt9165824,6.9,,"['درام', 'فانتزی']",2020,['انگلستان'],['انگلیسی'],['Mitch Jenkins'],"[""Darrell D'Silva"", 'Ellie Bamber', 'Tom Burke']",جستجوی مرد برای یافتن یک مصنوع سرقت شده او را به شهر جن زده پر از گانگسترهای وودو ، ماجراجویان نقاب دار ، چشمان خصوصی دوران افسردگی و زنان خشن کیاروسکورو می رساند.
The Siege 2023,https://www.imdb.com/title/tt16916320,5.3,88,['اکشن'],2023,['انگلستان'],['انگلیسی'],['Brad Watson'],"['Daniel Stisen', 'Lauren Okadigbo', 'Yennis Cheung']",واکر، یک قاتل/هیتمن بین المللی، در طول یک ماموریت در معرض خطر قرار می گیرد. سرپرست او او را به یک مرکز تعیین مجدد می فرستد که در آن واکر برای یک هویت جدید پردازش می شود. در طول اقامت او در این مرکز، یک حمله بی رحمانه به ...
The Siege of Jadotville 2016,https://www.imdb.com/title/tt3922798,7.2,,"['اکشن', 'تاریخی', 'درام']",2016,"['آفریقای جنوبی', 'ایرلند']","['انگلیسی', 'ایرلندی', 'فرانسوی']",['Richie Smyth'],"['Emmanuelle Seigner', 'Jamie Dornan', 'Mark Strong']",فرمانده ایرلندی، پت کوینلان، در اوایل دهه 1960 با سربازان خود علیه مزدوران فرانسوی و بلژیکی در کنگو مقابله می کند.
The Siege of Robin Hood 2022,https://www.imdb.com/title/tt7558982,2.7,86,"['اکشن', 'فانتزی', 'ماجراجویی']",2022,['استرالیا'],['انگلیسی'],['Paul Allica'],"['Dave Beamish', 'Kahli Williams', 'Paul Allica']",پس از اینکه کلانتر بی‌رحم ناتینگهام دستور حمله وحشیانه به خانواده‌اش را صادر می‌کند، مرد جوانی به نام رابین سوگند انتقام خونین را از مردان مسئول می‌گیرد و قول می‌دهد که آزادی را به کسانی که تحت حاکمیت ظالمانه قلمرو به دام افتاده‌اند بازگرداند.
The Sleepless Unrest The Real Conjuring Home 2021,https://www.imdb.com/title/tt14127738,4.1,,"['ترسناک', 'مستند', 'معمایی']",2021,['ایالات متحده'],['انگلیسی'],"['Kendall Whelpton', 'Vera Whelpton']","['Cory Heinzen', 'Jennifer Heinzen', 'John Huntington']",خانه مشهور جهان که از فیلم The Conjuring الهام گرفته است به تازگی فروخته شده است و اکنون برای تحقیقات ماوراءالطبیعه باز است. با دسترسی ویژه ، گروه کوچکی از فیلمسازان و محققان ماوراءالطبیعه مجاز به حرکت در f هستند
The Slumber Party 2023,https://www.imdb.com/title/tt22375620,5.7,88,"['خانوادگی', 'کمدی']",2023,['ایالات متحده'],['انگلیسی'],['Veronica Rodriguez'],"['Alex Cooper Cohen', 'Darby Camp', 'Emmy Liu-Wang']",عواقب خنده‌دار هیپنوتیزم جشن تولد در خواب را دنبال کنید که اشتباه شد زیرا مگان، پیج و ورونیکا بدون هیچ خاطره‌ای از شب قبل از خواب بیدار شدند.
The Sound of Music 1965,https://www.imdb.com/title/tt0059742,8.1,63,"['خانوادگی', 'درام', 'زندگی نامه']",1965,['ایالات متحده'],"['آلمانی', 'انگلیسی']",['Robert Wise'],"['Christopher Plummer', 'Eleanor Parker', 'Julie Andrews']",به نام «ماریا» (اندروز) که به دلیل عشق دیوانه وارش به موسیقی و طبیعت با محیط صومعه هم خوانی ندارد، به عنوان معلمه ی هفت فرزند «ناخدا فون تراپ» (پلامر) به کاخ اشرافی او فرستاده می شود. ناخدا به سفر می رود و «ماریا» بچه ها را با موسیقی آشنا می کند
The Spy Who Never Dies 2022,https://www.imdb.com/title/tt11558688,4.3,96,"['اکشن', 'عاشقانه', 'کمدی']",2022,['استرالیا'],['انگلیسی'],['Corey Pearson'],"['Cassandra Magrath', ""Paul O'Brien"", 'Teressa Liane']",یک جاسوس در سطح جهانی عاشق یک زن بعید می شود و باید نحوه برقراری رابطه با یک فرد عادی را در حالی که اطرافیان او سعی می کنند هم رابطه و هم خیلی چیزهای دیگر را از بین ببرند، بیابد.
The Squid and the Whale 2005,https://www.imdb.com/title/tt0367089,7.3,82,"['درام', 'کمدی']",2005,['ایالات متحده'],['انگلیسی'],['Noah Baumbach'],"['Jeff Daniels', 'Laura Linney', 'Owen Kline']",دو پسر جوان را که در دهه 1980 در بروکلین با طلاق والدین خود سر و کار داشتند ، دنبال می کند.
The Stand In 2020,https://www.imdb.com/title/tt7970348,4.6,38,"['درام', 'کمدی']",2020,['ایالات متحده'],['انگلیسی'],['Jamie Babbit'],"['Drew Barrymore', 'Michael Zegen', 'Sarah Jes Austell']",THE STAND-IN داستان یک بازیگر کمدی ناراضی و جاهای بلندپروازانه او در معاملات تجاری است.
The Starling 2021,https://www.imdb.com/title/tt5164438,7.6,33,"['درام', 'کمدی']",2021,['ایالات متحده'],['انگلیسی'],['Theodore Melfi'],"['Melissa McCarthy', 'Scott MacArthur', 'Timothy Olyphant']",بعد از اینکه لیلی متحمل ضرر می شود ، یک استارلینگ رزمی در کنار خانه آرامش لانه می گیرد. این پرنده تند طعنه می زند و به لیلی غم زده حمله می کند. در سفر خود برای اخراج استارلینگ ، او اراده خود را برای زندگی و ظرفیت زندگی دوباره کشف می کند
The Story of My Wife 2021,https://www.imdb.com/title/tt8205028,6.4,40,"['درام', 'عاشقانه']",2021,"['آلمان', 'فرانسه', 'مجارستان']","['انگلیسی', 'فرانسوی', 'هلندی']",[],"['Gijs Naber', 'Louis Garrel']",ژاکوب استور، ناخدای دریایی، در یک کافه با یکی از دوستانش شرط بندی می کند که با اولین زنی که وارد آن مکان می شود ازدواج کند. و در پیاده روی لیزی.
The Strays 2023,https://www.imdb.com/title/tt16437278,5.3,88,"['درام', 'هیجان انگیز']",2023,['انگلستان'],['انگلیسی'],['Nathaniel Martello-White'],"['Ashley Madekwe', 'Caroline Martin', 'Justin Salinger']",زندگی عالی یک زن از طبقه متوسط ​​با ورود دو چهره در سایه به شهرش شروع به آشکار شدن می کند.
The Stronghold 2020,https://www.imdb.com/title/tt10404944,7.4,,"['جنایی', 'هیجان انگیز']",2020,['فرانسه'],['فرانسوی'],['Cédric Jimenez'],"['François Civil', 'Gilles Lellouche', 'Karim Leklou']",یک تیپ پلیس در محله های خطرناک شمالی مارسی کار می کند ، جایی که میزان جنایت از همه جا در فرانسه بیشتر است.
The Sundowners 1960,https://www.imdb.com/title/tt0054353,7.1,82,"['درام', 'ماجراجویی']",1960,"['استرالیا', 'انگلستان', 'ایالات متحده']",['انگلیسی'],['Fred Zinnemann'],"['Deborah Kerr', 'Peter Ustinov', 'Robert Mitchum']",در اوکربن استرالیا در اوایل قرن بیستم ، خانواده فقیر کارمودی زندگی کوچ نشینی را بدون واگن خود انجام می دهند ، اما مادر و پسر می خواهند با هم زندگی کنند ، در حالی که پدر مخالف است.
The Super 2017,https://www.imdb.com/title/tt5884784,5.2,47,"['ترسناک', 'هیجان انگیز']",2017,['ایالات متحده'],['انگلیسی'],['Stephan Rick'],"['Louisa Krause', 'Patrick John Flueger', 'Val Kilmer']",مردی سرپرست یک ساختمان مسکونی بزرگ در شهر نیویورک می شود که در آن افراد به طور مرموزی گم می شوند.
The Superdeep 2020,https://www.imdb.com/title/tt11815960,4.9,,"['ترسناک', 'هیجان انگیز']",2020,['روسیه'],"['انگلیسی', 'روسی']",['Arseny Syuhin'],"['Milena Radulovic', 'Nikolay Kovbas', 'Sergey Ivanyuk']",یک تیم تحقیقاتی کوچک به زیر سطح زمین رفتند تا دریابند عمیق ترین گمانه جهان چه رازی را مخفی کرده است. آنچه آنها پیدا کرده اند بزرگترین تهدید تاریخ بوده است. و آینده بشریت در دست آنهاست.
The Talented Mr Ripley 1999,https://www.imdb.com/title/tt0134119,7.4,76,"['جنایی', 'درام', 'هیجان انگیز']",1999,['ایالات متحده'],"['انگلیسی', 'ایتالیایی']",['Anthony Minghella'],"['Gwyneth Paltrow', 'Jude Law', 'Matt Damon']",در اواخر دهه 1950 نیویورک، تام ریپلی، یک جوان ناتوان، به ایتالیا فرستاده می شود تا دیکی گرین لیف، پلی بوی میلیونر ثروتمند و خراب را بازیابی کند. اما وقتی این کار با شکست مواجه می شود، ریپلی اقدامات شدیدی را انجام می دهد.
The Tank 2023,https://www.imdb.com/title/tt14687418,7.5,88,"['ترسناک', 'هیجان انگیز']",2023,['نیوزلند'],['انگلیسی'],['Scott Walker'],"['Luciane Buchanan', 'Mark Mitchinson', 'Matt Whelan']",بن و خانواده اش پس از به ارث بردن اسرارآمیز یک ملک ساحلی متروک، به طور تصادفی موجودی باستانی و خفته را آزاد می کنند که کل منطقه از جمله اجداد خود را برای نسل ها به وحشت انداخته است.
The Teacher Comes Home 1978,https://www.imdb.com/title/tt0077738,5.3,,"['کمدی', 'معمایی']",1978,"['ایتالیا', 'فرانسه']",['ایتالیایی'],['Michele Massimo Tarantini'],"['Alvaro Vitali', 'Edwige Fenech', 'Renzo Montagnani']",لوئیسا دومینیکوس یک معلم پیانو میلانی است که به لوکا نقل مکان می کند تا با مردی که دوستش دارد ، زندگی کند: فردیناندو 'بونچی مارینوتی ، عضو شورای شهر که برای شهردار بر روی سکوی ارزش های اخلاقی مبارزه می کند. او معتقد است که فرناندو i
The Teachers Lounge 2023,https://www.imdb.com/title/tt26612950,7.5,,['درام'],2023,['آلمان'],"['آلمانی', 'ترکی', 'لهستانی']",['Ilker Çatak'],"['Eva Löbau', 'Leonard Stettnisch', 'Leonie Benesch']",وقتی یکی از شاگردانش مشکوک به دزدی می شود، معلم کارلا نواک تصمیم می گیرد تا به ته موضوع بپردازد. گرفتار شدن بین ایده آل های او و سیستم مدرسه، عواقب اقدامات او او را تهدید می کند.
The Tender Bar 2021,https://www.imdb.com/title/tt3108894,6.8,53,['درام'],2021,['ایالات متحده'],['انگلیسی'],['George Clooney'],"['Ben Affleck', 'Daniel Ranieri', 'Tye Sheridan']",پسری که در لانگ آیلند بزرگ می‌شود، در میان مشتریان بار عمویش به دنبال شخصیت‌های پدر می‌گردد.
The Tragedy of Macbeth 2021,https://www.imdb.com/title/tt10095582,7.6,89,"['تاریخی', 'درام', 'هیجان انگیز']",2021,['ایالات متحده'],['انگلیسی'],['Joel Coen'],"['Alex Hassell', 'Denzel Washington', 'Frances McDormand']",یک لرد اسکاتلندی توسط سه جادوگر متقاعد می شود که پادشاه بعدی اسکاتلند خواهد شد و همسر جاه طلبش از او در برنامه هایش برای به دست گرفتن قدرت حمایت می کند.
The Trick 2021,https://www.imdb.com/title/tt14876294,5.8,88,['هیجان انگیز'],2021,['انگلستان'],['انگلیسی'],['Pip Broughton'],"['Anwyn Sheers', 'Jason Watkins', 'Victoria Hamilton']",داستان واقعی فیلیپ جونز، پروفسور مشهور جهان و مدیر تحقیقات آب و هوا در دانشگاه آنگلیا شرقی که چشم طوفان رسانه ای بین المللی و قربانی تروریسم سایبری بود.
The Trip 2021,https://www.imdb.com/title/tt13109952,7.3,,"['اکشن', 'ترسناک', 'کمدی']",2021,['نروژ'],['نروژی'],['Tommy Wirkola'],"['Aksel Hennie', 'André Eriksen', 'Noomi Rapace']",یک زوج ناکارآمد برای اتصال مجدد به یک کابین دور افتاده می روند ، اما هر کدام قصد کشتن دیگری را دارند. قبل از اینکه آنها بتوانند برنامه های خود را اجرا کنند ، بازدیدکنندگان غیر منتظره می آیند و با خطر بیشتری روبرو می شوند.
The Underdoggs 2024,https://www.imdb.com/title/tt21434318,7.2,88,"['کمدی', 'ورزشی']",2024,['ایالات متحده'],['انگلیسی'],['Charles Stone III'],"['Mike Epps', 'Snoop Dogg', 'Tika Sumpter']","Jaycen ""Two Js"" Jennings یک ستاره سابق حرفه ای فوتبال است که به کف رسیده است. هنگامی که جیسن به مربیگری در یک تیم فوتبال سرکش محکوم به خدمات اجتماعی می شود، او آن را فرصتی می بیند تا زندگی خود را به یک تغییر تبدیل کند..."
The Unforgivable 2021,https://www.imdb.com/title/tt11233960,6.5,85,['درام'],2021,"['آلمان', 'ایالات متحده آمریکا', 'بریتانیا']",['انگلیسی'],['Nora Fingscheidt'],"['Jon Bernthal', 'Sandra Bullock', ""Vincent D'Onofrio""]",زنی پس از گذراندن دوران محکومیت خود به دلیل یک جنایت خشونت آمیز از زندان آزاد می شود و دوباره وارد جامعه ای می شود که حاضر به بخشش گذشته او نیست.
The Unheard 2023,https://www.imdb.com/title/tt9112182,6.7,,"['ترسناک', 'درام', 'معمایی']",2023,['ایالات متحده'],[],['Jeffrey A. Brown'],"['Brendan Meyer', 'Lachlan Watson', 'Nick Sandow']",کلویی گریدن برای بازیابی شنوایی خود تحت یک روش آزمایشی قرار می گیرد. بنابراین او شروع به رنج بردن از توهمات شنیداری مربوط به ناپدید شدن مادرش می کند.
The Venetian Affair 1966,https://www.imdb.com/title/tt0062432,5.4,81,"['اکشن', 'هیجان انگیز']",1966,['ایالات متحده'],"['انگلیسی', 'ایتالیایی']",['Jerry Thorpe'],"['Elke Sommer', 'Felicia Farr', 'Robert Vaughn']",بیل فنر، مرد سابق سیا، که اکنون یک روزنامه نگار ضعیف و تنهاست، به ونیز فرستاده می شود تا در مورد بمب گذاری انتحاری شوکه کننده توسط یک دیپلمات آمریکایی در یک کنفرانس صلح تحقیق کند.
The Virgin Suicides 1999,https://www.imdb.com/title/tt0159097,7.2,76,"['درام', 'عاشقانه']",1999,"['ایالات متحده آمریکا', 'کانادا']",['انگلیسی'],['Sofia Coppola'],"['James Woods', 'Josh Hartnett', 'Kirsten Dunst']",گروهی از دوستان مرد در اواسط دهه 1970 در حومه دیترویت به پنج خواهر مرموز که توسط والدین سخت گیر و مذهبی خود پناه داده اند، وسواس پیدا می کنند.
The Virtuoso 2021,https://www.imdb.com/title/tt4136456,4.9,24,"['اکشن', 'هیجان انگیز']",2021,"['ایالات متحده', 'قطر']",['انگلیسی'],['Nick Stagliano'],"['Abbie Cornish', 'Anson Mount', 'Anthony Hopkins']",هنگامی که یک قاتل حرفه ای مأموریت جدیدی از رئیس مرموز خود می پذیرد ، خطر ، فریب و قتل بر شهر خواب آلود فرود می آید.
The Visit 1964,https://www.imdb.com/title/tt0058724,7.5,,['درام'],1964,"['آلمان غربی', 'ایتالیا', 'فرانسه']",['انگلیسی فرانسوی'],['Bernhard Wicki'],"['Anthony Quinn', 'Ingrid Bergman', 'Paolo Stoppa']",یک نوجوان باردار بدون ازدواج از شهر خارج می شود و سالها بعد به عنوان یک زن ثروتمند به آنجا باز می گردد و با سخاوت خود انتظارات شهر را افزایش می دهد ، اما او فقط برای انتقام بیرون آمده است.
The Visit 2015,https://www.imdb.com/title/tt3567288,6.2,55,"['ترسناک', 'معمایی', 'هیجان انگیز']",2015,['ایالات متحده'],['انگلیسی'],['M. Night Shyamalan'],"['Deanna Dunagan', 'Ed Oxenbould', 'Olivia DeJonge']",دو خواهر و برادر از رفتار آزاردهنده پدربزرگ و مادربزرگشان در هنگام ملاقات با آنها در تعطیلات به طور فزاینده ای می ترسند.
The Vow 2012,https://www.imdb.com/title/tt1606389,6.8,43,"['درام', 'عاشقانه']",2012,"['استرالیا', 'ایالات متحده', 'فرانسه']",['انگلیسی'],['Michael Sucsy'],"['Channing Tatum', 'Rachel McAdams', 'Sam Neill']",یک تصادف رانندگی پیج را به کما می برد و زمانی که او با از دست دادن شدید حافظه از خواب بیدار می شود، شوهرش لئو تلاش می کند تا دوباره قلب او را به دست آورد.
The Voyeurs 2021,https://www.imdb.com/title/tt11235772,6.2,,"['درام', 'معمایی', 'هیجان انگیز']",2021,['ایالات متحده'],['انگلیسی'],['Michael Mohan'],"['Ben Hardy', 'Natasha Liu Bordizzo', 'Sydney Sweeney']",پیپا و توماس به آپارتمان رویایی خود نقل مکان می کنند ، آنها متوجه می شوند که پنجره های آنها مستقیماً به آپارتمان روبرو نگاه می کند ، این باعث ایجاد زنجیره ای از رویدادها می شود که منجر به فاجعه می شود.
The Wall of Mexico 2019,https://www.imdb.com/title/tt9617560,5.3,,"['درام', 'کمدی']",2019,"['ایالات متحده', 'مکزیک']",['انگلیسی'],"['Magdalena Zyzak', 'Zachary Cotler']","['Esai Morales', 'Jackson Rathbone', 'Marisol Sacramento']",یک خانواده ثروتمند مکزیکی-آمریکایی تصمیم می گیرند برای احداث دیواری در اطراف مزرعه خود اقدام کنند تا مردم شهر از سرقت آب چاه خود جلوگیری کنند.
The Wandering Earth II 2023,https://www.imdb.com/title/tt13539646,7.6,88,"['اکشن', 'درام', 'ماجراجویی']",2023,['چین'],"['انگلیسی', 'روسی', 'ماندارین']",['Frant Gwo'],"['Andrew Lee', 'Andy Lau', 'Jing Wu']",انسان ها موتورهای عظیمی را روی سطح زمین ساختند تا خانه جدیدی پیدا کنند. اما راه رسیدن به کائنات خطرناک است. برای نجات زمین، جوانان یک بار دیگر باید پا به جلو بگذارند تا مسابقه ای را با زمان برای زندگی و مرگ آغاز کنند.
The Ward 2010,https://www.imdb.com/title/tt1369706,5.6,38,"['ترسناک', 'معمایی', 'هیجان انگیز']",2010,['ایالات متحده'],['انگلیسی'],['John Carpenter'],"['Amber Heard', 'Danielle Panabaker', 'Mamie Gummer']",یک زن جوان نهادینه شده توسط یک شب وحشت زده می شود.
The Warriors 1979,https://www.imdb.com/title/tt0080120,7.5,65,"['اکشن', 'جنایی', 'هیجان انگیز']",1979,['ایالات متحده'],['انگلیسی'],['Walter Hill'],"['Dorsey Wright', 'James Remar', 'Michael Beck']",یک باند خیابانی معروف به The Warriors باید از بروکلین به زمین چمن خانه خود در جزیره کونی بجنگند، زمانی که آنها به دروغ متهم به ترور یک رهبر محترم باند می شوند.
The Waterboy 1998,https://www.imdb.com/title/tt0120484,6.1,41,"['کمدی', 'ورزشی']",1998,['ایالات متحده'],['انگلیسی'],['Frank Coraci'],"['Adam Sandler', 'Henry Winkler', 'Kathy Bates']",یک پسر آبی برای یک تیم فوتبال کالج متوجه می شود که توانایی تکلینگ منحصر به فردی دارد و عضوی از تیم می شود.
The Wedding Ring 2021,https://www.imdb.com/title/tt13888054,5.7,,['عاشقانه'],2021,['کانادا'],['انگلیسی'],['Graeme Campbell'],"['Cory Lee', 'Dillon Casey', 'Lauren Lee Smith', 'Sara Mitich']",کیت ، طراح جواهرات است که برای زوج های خوشبخت حلقه هایی بیشتر از آنچه که می تواند شمارش کند ، ایجاد می کند. به کیت فرصتی داده می شود تا با معشوقه دوران کودکی خود ارتباط برقرار کند. آیا کیت حلقه ای را که تمام عمر منتظرش بود دریافت خواهد کرد؟
The Whale 2022,https://www.imdb.com/title/tt13833688,8.0,60,['درام'],2022,['ایالات متحده'],['انگلیسی'],['Darren Aronofsky'],"['Brendan Fraser', 'Sadie Sink', 'Ty Simpkins']",یک معلم انگلیسی منزوی و چاق که به طرز بیمارگونه ای چاق است، تلاش می کند تا با دختر نوجوان خود که از او جدا شده، ارتباط برقرار کند.
The Witch 2015,https://www.imdb.com/title/tt4263482,6.9,83,"['ترسناک', 'درام', 'فانتزی']",2015,"['انگلستان', 'ایالات متحده', 'کانادا']",['انگلیسی'],['Robert Eggers'],"['Anya Taylor-Joy', 'Kate Dickie', 'Ralph Ineson']",خانواده ای در نیوانگلند دهه 1630 توسط نیروهای جادوگری، جادوی سیاه و تصاحب از هم پاشیده می شوند.
The Wonderful Story of Henry Sugar 2023,https://www.imdb.com/title/tt16968450,7.4,88,"['کمدی', 'کوتاه', 'ماجراجویی']",2023,"['انگلستان', 'ایالات متحده آمریکا']",['انگلیسی'],['Wes Anderson'],"['Benedict Cumberbatch', 'Dev Patel', 'Ralph Fiennes']",تواریخ داستان‌های مختلفی را روایت می‌کند، اما داستان اصلی، هنری شوگر را دنبال می‌کند که می‌تواند با کمک کتابی که دزدیده است، اشیا را ببیند و آینده را پیش‌بینی کند.
The World to Come 2020,https://www.imdb.com/title/tt9738716,6.2,73,"['درام', 'عاشقانه']",2020,['ایالات متحده'],['انگلیسی'],['Mona Fastvold'],"['Casey Affleck', 'Katherine Waterston', 'Vanessa Kirby']",جایی در اواسط قرن نوزدهم در سواحل شرقی آمریکا ، دو زوج همسایه با سختی و انزوا مبارزه می کنند ، شاهد یک چشم انداز درخشان و در عین حال آزمایشی هستند که آنها را از نظر جسمی و روانی به چالش می کشد.
The World We Make 2019,https://www.imdb.com/title/tt7643622,5.3,,['درام'],2019,['ایالات متحده'],['انگلیسی'],['Brian Baugh'],"['Caleb Castille', 'Kevin Sizemore', 'Rose Reid']",لی 18 ساله (سوارکاری با روحیه) و جردن (برجسته دانشگاهی و فوتبال) در آستانه ایجاد زندگی مشترک هستند. اما شخصیت آنها هنگامی آزمایش می شود که تعصب نژادی در کشش کوچک پیشرونده خود ظاهر شود
The Wrath of God 2022,https://www.imdb.com/title/tt15189534,5.7,81,"['درام', 'هیجان انگیز']",2022,['آرژانتین'],['اسپانیایی'],['Sebastián Schindel'],"['Diego Peretti', 'Juan Minujín', 'Macarena Achaga']",لوسیانا، زن جوانی است که در دایره ای از مرگ های مرموز خویشاوندان غوطه ور شده است و این ظن فزاینده مبنی بر اینکه فرد مسئول یک نویسنده مرموز، رئیس سابق او است.
The Yinyang Master 2021,https://www.imdb.com/title/tt12151820,6.4,88,"['اکشن', 'درام', 'ماجراجویی']",2021,['چین'],['چینی ها'],['Weiran Li'],"['Kun Chen', 'William Chan', 'Xun Zhou']","اقتباس از بازی موبایل در سطح پدیده ""Onmyoji"" - نسخه فیلمی با همین نام که دنیای فانتزی شرقی باشکوه را زنده می کند."
Theeb 2014,https://www.imdb.com/title/tt3170902,7.2,80,"['درام', 'ماجراجویی', 'هیجان انگیز']",2014,"['اردن', 'امارات متحده عربی', 'قطر']","['انگلیسی', 'ترکی', 'عربی']",['Naji Abu Nowar'],"['Hassan Mutlag Al-Maraiyeh', 'Hussein Salameh Al-Sweilhiyeen', 'Jacir Eid Al-Hwietat']",در استان عثمانی حجاز در طول جنگ جهانی اول ، یک پسر جوان بادیه نشین با سرعت زیادی در سن بلوغ قرار می گیرد و به سفری خطرناک در بیابان می رود تا افسر انگلیسی را به مقصد مخفی خود راهنمایی کند.
Thelma  Louise 1991,https://www.imdb.com/title/tt0103074,7.5,88,"['جنایی', 'درام', 'ماجراجویی']",1991,"['انگلستان', 'ایالات متحده', 'فرانسه']",['انگلیسی'],['Ridley Scott'],"['Geena Davis', 'Harvey Keitel', 'Susan Sarandon']",دو دوست صمیمی ماجراجویی را آغاز می کنند ، اما به زودی به یک فرار وحشتناک از شکار توسط پلیس تبدیل می شود ، زیرا این دو دختر به خاطر جنایاتی که مرتکب شده اند فرار می کنند.
There Was a Crooked Man 1970,https://www.imdb.com/title/tt0066448,6.9,,"['کمدی', 'وسترن']",1970,['ایالات متحده'],"['اسپانیایی', 'انگلیسی']",['Joseph L. Mankiewicz'],"['Henry Fonda', 'Hume Cronyn', 'Kirk Douglas']",یک جنایتکار جذاب اما کاملاً بی رحم به زندان دور افتاده آریزونا فرستاده می شود. او با وعده به اشتراک گذاشتن غنیمت پنهان خود از یاران سلولی خود در فرار کمک می گیرد.
Theres Someone Inside Your House 2021,https://www.imdb.com/title/tt8150814,5.5,,"['ترسناک', 'هیجان انگیز']",2021,['ایالات متحده'],['انگلیسی'],['Patrick Brice'],"['Sarah Dugdale', 'Sydney Park', 'Théodore Pellerin']",کلاس فارغ التحصیلی در آزبورن High توسط یک مهاجم نقابدار هدف قرار می گیرد که قصد دارد تاریک ترین راز هر قربانی را فاش کند ، و فقط گروهی از افراد نا مناسب می توانند قتل ها را متوقف کنند.
Theres Something Wrong with the Children 2023,https://www.imdb.com/title/tt16127696,5.9,53,"['ترسناک', 'معمایی']",2023,['ایالات متحده'],['انگلیسی'],['Roxanne Benjamin'],"['Alisha Wainwright', 'Amanda Crew', 'Carlos Santos']",خانواده ای با دوستان دیرینه و دو فرزند خردسال خود به سفر آخر هفته می روند، اما وقتی بچه ها پس از ناپدید شدن یک شبه در جنگل، رفتار عجیبی از خود نشان می دهند، به چیزی فوق طبیعی مشکوک می شوند.
Therese 1962,https://www.imdb.com/title/tt0056581,7.2,81,['درام'],1962,['فرانسه'],['فرانسوی'],['Georges Franju'],"['Edith Scob', 'Emmanuelle Riva', 'Philippe Noiret']",زنی که از ازدواج با مرد کسل کننده ای که او را دوست ندارد ناراضی است، قصد دارد با افزایش آهسته دوز داروی او، از شر او خلاص شود.
This Is Me Now 2024,https://www.imdb.com/title/tt30215084,7.9,88,['موسیقی'],2024,['ایالات متحده'],['انگلیسی'],['Dave Meyers'],"['Ben Affleck', 'Jennifer Lopez', 'Sofía Vergara']",A Love Story شبیه چیزی است که تا به حال از جنیفر لوپز ندیده اید.
Thor Love and Thunder 2022,https://www.imdb.com/title/tt10648342,6.3,81,"['اکشن', 'کمدی', 'ماجراجویی']",2022,"['استرالیا', 'ایالات متحده آمریکا']",['انگلیسی'],['Taika Waititi'],"['Chris Hemsworth', 'Christian Bale', 'Natalie Portman']",ثور از والکری، کورگ و دوست دختر سابق جین فاستر کمک می گیرد تا با گور قصاب خدا، که قصد دارد خدایان را منقرض کند، مبارزه کند.
Three Floors 2021,https://www.imdb.com/title/tt9110904,6.3,42,['درام'],2021,"['ایتالیا', 'فرانسه']",['ایتالیایی'],['Nanni Moretti'],"['Alba Rohrwacher', 'Margherita Buy', 'Riccardo Scamarcio']",داستان زندگی سه خانواده در سه آپارتمان در یک آپارتمان بورژوازی.
Three Thousand Years of Longing 2022,https://www.imdb.com/title/tt9198364,6.7,60,"['درام', 'عاشقانه', 'فانتزی']",2022,"['استرالیا', 'ایالات متحده آمریکا']",['انگلیسی'],['George Miller'],"['Idris Elba', 'Pia Thunderbolt', 'Tilda Swinton']",یک محقق تنها، در سفر به استانبول، یک جن را کشف می کند که در ازای آزادی سه آرزو را به او پیشنهاد می کند.
